loan_date,loan_type,credit_type,risk_level,product,platform,media,loan_utilization_bucket,loan_order_cnt,loan_customer_cnt,loan_amt_sum,credit_limit_sum,fpd0_numerator,fpd0_denominator,fpd0_amt_numerator,fpd0_amt_denominator,fpd10_numerator,fpd10_denominator,fpd10_amt_numerator,fpd10_amt_denominator
2026-08-17,复借,01_首次授信,RG5,CL_04,iOS,Organic,02_100%及以上,2,2,900000.0,700000.0,0,2,0.0,900000.0,0,2,0.0,900000.0
2026-08-24,复借,01_首次授信,RG7,CL_05,Android,Tiktok,02_100%及以上,2,2,900000.0,600000.0,1,2,300000.0,900000.0,0,0,0.0,0.0
2026-07-26,复借,02_非首次授信,RG5,CL_03,iOS,Organic,02_100%及以上,1,1,700000.0,600000.0,0,1,0.0,700000.0,0,1,0.0,700000.0
2026-08-31,复借,01_首次授信,RG7,CL_05,Android,Facebook,02_100%及以上,9,9,3000000.0,2700000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-12,复借,02_非首次授信,RG3,CL_03,Android,空值,02_100%及以上,2,2,700000.0,600000.0,0,2,0.0,700000.0,0,2,0.0,700000.0
2026-08-22,首借,02_非首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,0,0.0,0.0
2026-08-06,复借,01_首次授信,RG7,CL_05,Android,Organic,02_100%及以上,2,2,1000000.0,600000.0,0,2,0.0,1000000.0,0,2,0.0,1000000.0
2026-08-29,复借,02_非首次授信,RG3,CL_05,Android,Google,01_100%以下,2,2,800000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-03,首借,01_首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,6,6,2900000.0,2300000.0,3,6,1500000.0,2900000.0,3,6,1500000.0,2900000.0
2026-08-14,首借,02_非首次授信,RG4,CL_05,Android,Organic,02_100%及以上,1,1,600000.0,600000.0,0,1,0.0,600000.0,0,1,0.0,600000.0
2026-08-21,复借,01_首次授信,RG5,CL_03,iOS,ASA,01_100%以下,1,1,300000.0,600000.0,0,1,0.0,300000.0,0,0,0.0,0.0
2026-07-21,复借,02_非首次授信,RG7,CL_03,Android,空值,02_100%及以上,1,1,400000.0,300000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-08-07,复借,02_非首次授信,RG5,CL_05,iOS,ASA,02_100%及以上,1,1,400000.0,400000.0,1,1,400000.0,400000.0,1,1,400000.0,400000.0
2026-07-16,首借,01_首次授信,RG7,CL_05,Android,Tiktok,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-09-01,复借,01_首次授信,RG3,CL_05,iOS,ASA,01_100%以下,1,1,300000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-31,复借,01_首次授信,RG0,CL_01,iOS,ASA,01_100%以下,1,1,1000000.0,4000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-04,复借,02_非首次授信,RG7,CL_05,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-07-15,首借,01_首次授信,RG5,CL_03,Android,Organic,02_100%及以上,2,2,600000.0,600000.0,1,2,300000.0,600000.0,1,2,300000.0,600000.0
2026-08-28,首借,01_首次授信,RG3,CL_05,iOS,Tiktok,02_100%及以上,3,3,3200000.0,3200000.0,2,3,2400000.0,3200000.0,0,0,0.0,0.0
2026-09-12,首借,02_非首次授信,RG4,CL_05,Android,Organic,02_100%及以上,1,1,600000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-01,复借,01_首次授信,RG4,CL_05,Android,Google,02_100%及以上,7,7,3700000.0,3200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-25,首借,01_首次授信,RG3,CL_05,iOS,Tiktok,02_100%及以上,1,1,1200000.0,1200000.0,0,1,0.0,1200000.0,0,0,0.0,0.0
2026-08-05,首借,01_首次授信,RG2,CL_03,iOS,Organic,01_100%以下,1,1,1100000.0,1500000.0,0,1,0.0,1100000.0,0,1,0.0,1100000.0
2026-07-24,首借,01_首次授信,RG5,CL_03,iOS,ASA,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-09-03,复借,01_首次授信,RG2,CL_03,Android,Facebook,01_100%以下,1,1,300000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-15,首借,02_非首次授信,RG2,CL_07,Android,Facebook,02_100%及以上,1,1,1200000.0,1200000.0,0,1,0.0,1200000.0,0,1,0.0,1200000.0
2026-08-18,复借,01_首次授信,RG2,CL_03,Android,Facebook,02_100%及以上,3,3,2100000.0,2000000.0,1,3,1200000.0,2100000.0,0,3,0.0,2100000.0
2026-09-10,复借,01_首次授信,RG5,CL_05,Android,Tiktok,02_100%及以上,2,2,900000.0,700000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-13,首借,01_首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,1,1,1200000.0,800000.0,1,1,1200000.0,1200000.0,1,1,1200000.0,1200000.0
2026-08-15,复借,02_非首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,1,1,800000.0,600000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-09-10,首借,01_首次授信,RG1,CL_01,Android,Tiktok,02_100%及以上,3,3,5700000.0,5500000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-26,首借,01_首次授信,RG3,CL_05,Android,Facebook,01_100%以下,1,1,300000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-13,复借,01_首次授信,RG2,CL_01,iOS,Organic,01_100%以下,1,1,300000.0,2000000.0,0,1,0.0,337000.0,0,1,0.0,337000.0
2026-08-18,首借,01_首次授信,RG2,CL_07,Android,Organic,02_100%及以上,1,1,1200000.0,1200000.0,0,1,0.0,1200000.0,0,1,0.0,1200000.0
2026-08-19,复借,02_非首次授信,RG7,CL_05,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,0,0,0.0,0.0
2026-08-10,首借,01_首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,2,2,2400000.0,2400000.0,2,2,2400000.0,2400000.0,1,2,1200000.0,2400000.0
2026-08-05,首借,02_非首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,2,2,700000.0,700000.0,0,2,0.0,700000.0,0,2,0.0,700000.0
2026-08-04,复借,01_首次授信,RG2,CL_01,iOS,Organic,02_100%及以上,1,1,3000000.0,2000000.0,0,1,0.0,3374000.0,0,1,0.0,3374000.0
2026-07-31,首借,01_首次授信,RG4,CL_05,Android,Organic,02_100%及以上,2,2,1000000.0,1000000.0,1,2,600000.0,1000000.0,1,2,600000.0,1000000.0
2026-08-24,复借,02_非首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,1,1,1100000.0,800000.0,1,1,1100000.0,1100000.0,0,0,0.0,0.0
2026-08-29,复借,02_非首次授信,RG3,CL_05,Android,Google,02_100%及以上,1,1,800000.0,800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-28,复借,01_首次授信,RG2,CL_07,Android,Facebook,01_100%以下,1,1,300000.0,1200000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-22,复借,01_首次授信,RG4,CL_05,Android,Organic,01_100%以下,1,1,300000.0,600000.0,0,1,0.0,300000.0,0,0,0.0,0.0
2026-09-04,首借,01_首次授信,RG5,CL_05,iOS,Organic,02_100%及以上,4,4,1300000.0,1300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-30,首借,01_首次授信,RG2,CL_05,Android,Tiktok,02_100%及以上,2,2,2400000.0,2400000.0,1,2,1200000.0,2400000.0,1,2,1200000.0,2400000.0
2026-08-17,首借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,3,3,3000000.0,2600000.0,1,3,800000.0,3000000.0,1,3,800000.0,3000000.0
2026-09-07,复借,02_非首次授信,RG5,CL_03,iOS,Organic,02_100%及以上,1,1,800000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-03,首借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,5,5,4000000.0,3800000.0,1,5,1000000.0,4000000.0,1,5,1000000.0,4000000.0
2026-08-26,复借,01_首次授信,RG7,CL_05,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,0,0.0,0.0
2026-08-07,首借,01_首次授信,RG2,CL_07,Android,Google,02_100%及以上,5,5,6900000.0,6000000.0,0,5,0.0,6900000.0,0,5,0.0,6900000.0
2026-08-01,复借,01_首次授信,RG5,CL_05,iOS,Organic,01_100%以下,2,2,600000.0,800000.0,0,2,0.0,600000.0,0,2,0.0,600000.0
2026-08-04,复借,01_首次授信,RG0,CL_01,iOS,Organic,01_100%以下,2,2,2200000.0,8000000.0,1,2,674000.0,2473000.0,1,2,674000.0,2473000.0
2026-08-14,复借,01_首次授信,RG1,CL_05,Android,Facebook,02_100%及以上,1,1,700000.0,500000.0,0,1,0.0,700000.0,0,1,0.0,700000.0
2026-08-22,复借,01_首次授信,RG7,CL_05,Android,Google,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,0,0.0,0.0
2026-08-10,首借,01_首次授信,RG1,CL_01,iOS,Tiktok,02_100%及以上,1,1,2500000.0,2500000.0,0,1,0.0,2812000.0,0,1,0.0,2812000.0
2026-08-12,复借,01_首次授信,RG3,CL_05,Android,Organic,02_100%及以上,3,3,3200000.0,2200000.0,1,3,900000.0,3200000.0,0,3,0.0,3200000.0
2026-08-26,首借,02_非首次授信,RG5,CL_05,iOS,Organic,01_100%以下,1,1,300000.0,400000.0,0,1,0.0,300000.0,0,0,0.0,0.0
2026-09-05,复借,01_首次授信,RG4,CL_05,Android,Tiktok,01_100%以下,1,1,300000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-06,复借,01_首次授信,RG5,CL_05,iOS,Tiktok,02_100%及以上,2,2,600000.0,600000.0,1,2,300000.0,600000.0,1,2,300000.0,600000.0
2026-09-11,首借,02_非首次授信,RG1,CL_01,Android,Facebook,02_100%及以上,1,1,2000000.0,2000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-08,复借,01_首次授信,RG5,CL_05,Android,Organic,01_100%以下,1,1,300000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-21,复借,01_首次授信,RG5,CL_05,Android,Organic,02_100%及以上,1,1,600000.0,400000.0,0,1,0.0,600000.0,0,1,0.0,600000.0
2026-07-29,首借,02_非首次授信,RG5,CL_03,Android,Facebook,02_100%及以上,1,1,400000.0,400000.0,1,1,400000.0,400000.0,1,1,400000.0,400000.0
2026-08-28,首借,01_首次授信,RG1,CL_01,Android,Google,02_100%及以上,2,2,3000000.0,3000000.0,0,2,0.0,3374000.0,0,0,0.0,0.0
2026-08-26,复借,01_首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,4,4,3200000.0,2000000.0,2,4,1200000.0,3200000.0,0,0,0.0,0.0
2026-09-05,复借,02_非首次授信,RG5,CL_05,iOS,ASA,02_100%及以上,1,1,400000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-21,首借,01_首次授信,RG2,CL_07,iOS,Organic,02_100%及以上,3,3,5200000.0,4800000.0,1,3,1800000.0,5200000.0,0,0,0.0,0.0
2026-08-15,复借,01_首次授信,RG3,CL_05,iOS,Tiktok,02_100%及以上,1,1,1600000.0,1200000.0,1,1,1600000.0,1600000.0,1,1,1600000.0,1600000.0
2026-08-18,复借,02_非首次授信,RG4,CL_03,Android,Organic,02_100%及以上,1,1,600000.0,600000.0,0,1,0.0,600000.0,0,1,0.0,600000.0
2026-09-08,首借,01_首次授信,RG2,CL_07,iOS,Organic,02_100%及以上,2,2,3600000.0,3600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-29,复借,01_首次授信,RG4,CL_03,iOS,Organic,01_100%以下,1,1,300000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-23,首借,02_非首次授信,RG3,CL_05,Android,Organic,02_100%及以上,2,2,1200000.0,1200000.0,0,2,0.0,1200000.0,0,0,0.0,0.0
2026-07-19,复借,02_非首次授信,RG3,CL_05,iOS,空值,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-09-06,复借,01_首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,4,4,7800000.0,5400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-26,复借,01_首次授信,RG2,CL_01,Android,Facebook,02_100%及以上,1,1,2300000.0,1500000.0,0,1,0.0,2587000.0,0,1,0.0,2587000.0
2026-08-25,首借,01_首次授信,RG2,CL_07,iOS,Facebook,02_100%及以上,1,1,1800000.0,1800000.0,0,1,0.0,1800000.0,0,0,0.0,0.0
2026-08-27,复借,01_首次授信,RG7,CL_03,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,0,0.0,0.0
2026-08-24,首借,02_非首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,4,4,3200000.0,3200000.0,1,4,800000.0,3200000.0,0,0,0.0,0.0
2026-09-03,首借,01_首次授信,RG1,CL_01,iOS,Organic,02_100%及以上,3,3,8300000.0,8300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-21,首借,01_首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,1,1,1500000.0,1500000.0,0,1,0.0,1500000.0,0,1,0.0,1500000.0
2026-08-17,复借,01_首次授信,RG1,CL_01,iOS,Facebook,02_100%及以上,1,1,3000000.0,2500000.0,0,1,0.0,3374000.0,0,1,0.0,3374000.0
2026-08-04,首借,01_首次授信,RG4,CL_05,iOS,Facebook,02_100%及以上,8,8,5600000.0,5600000.0,4,8,2600000.0,5600000.0,3,8,2000000.0,5600000.0
2026-08-03,首借,02_非首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,6,6,2300000.0,2300000.0,3,6,1100000.0,2300000.0,3,6,1100000.0,2300000.0
2026-08-18,复借,02_非首次授信,RG5,CL_05,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,1,1,400000.0,400000.0
2026-09-12,复借,01_首次授信,RG2,CL_03,Android,Organic,02_100%及以上,1,1,1200000.0,800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-24,首借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,6,6,2300000.0,2300000.0,4,6,1600000.0,2300000.0,0,0,0.0,0.0
2026-08-08,复借,01_首次授信,RG2,CL_01,iOS,Organic,02_100%及以上,1,1,2300000.0,2000000.0,1,1,2587000.0,2587000.0,0,1,0.0,2587000.0
2026-08-08,复借,02_非首次授信,RG7,CL_05,Android,Organic,02_100%及以上,2,2,700000.0,600000.0,2,2,700000.0,700000.0,2,2,700000.0,700000.0
2026-07-30,首借,01_首次授信,RG4,CL_05,iOS,ASA,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-08-06,首借,01_首次授信,RG3,CL_05,Android,Google,02_100%及以上,12,12,8400000.0,8200000.0,4,12,2800000.0,8400000.0,3,12,2000000.0,8400000.0
2026-07-20,首借,01_首次授信,RG7,CL_05,Android,Google,02_100%及以上,4,4,1200000.0,1200000.0,1,4,300000.0,1200000.0,0,4,0.0,1200000.0
2026-07-24,复借,01_首次授信,RG5,CL_03,iOS,ASA,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-08-02,首借,01_首次授信,RG2,CL_07,Android,Google,02_100%及以上,3,3,3600000.0,3600000.0,2,3,2400000.0,3600000.0,2,3,2400000.0,3600000.0
2026-08-30,复借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,2,2,1600000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-20,复借,01_首次授信,RG7,CL_03,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,1,1,400000.0,400000.0
2026-08-18,复借,01_首次授信,RG2,CL_05,Android,其他,01_100%以下,1,1,1100000.0,1200000.0,0,1,0.0,1100000.0,0,1,0.0,1100000.0
2026-08-22,复借,01_首次授信,RG1,CL_01,Android,Google,02_100%及以上,1,1,2300000.0,1500000.0,0,1,0.0,2587000.0,0,0,0.0,0.0
2026-07-18,复借,02_非首次授信,RG4,CL_04,Android,Facebook,02_100%及以上,1,1,800000.0,600000.0,1,1,800000.0,800000.0,0,1,0.0,800000.0
2026-08-06,复借,01_首次授信,RG3,CL_05,Android,Google,02_100%及以上,5,5,3400000.0,2900000.0,2,5,1400000.0,3400000.0,1,5,600000.0,3400000.0
2026-09-12,复借,02_非首次授信,RG7,CL_05,Android,Facebook,02_100%及以上,2,2,600000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-13,复借,02_非首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,1,1,1500000.0,1200000.0,0,1,0.0,1500000.0,0,1,0.0,1500000.0
2026-08-02,复借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,2,2,1300000.0,1000000.0,1,2,500000.0,1300000.0,1,2,500000.0,1300000.0
2026-08-28,首借,01_首次授信,RG3,CL_05,iOS,Tiktok,01_100%以下,1,1,900000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-11,复借,01_首次授信,RG3,CL_03,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-13,复借,01_首次授信,RG7,CL_05,Android,Tiktok,02_100%及以上,2,2,800000.0,600000.0,1,2,500000.0,800000.0,1,2,500000.0,800000.0
2026-08-05,首借,01_首次授信,RG7,CL_05,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-03,复借,01_首次授信,RG2,CL_01,iOS,Google,01_100%以下,1,1,500000.0,2000000.0,0,1,0.0,562000.0,0,1,0.0,562000.0
2026-08-03,复借,01_首次授信,RG1,CL_01,iOS,Facebook,01_100%以下,1,1,800000.0,2500000.0,1,1,899000.0,899000.0,1,1,899000.0,899000.0
2026-07-19,首借,02_非首次授信,RG4,CL_05,iOS,ASA,02_100%及以上,1,1,600000.0,600000.0,1,1,600000.0,600000.0,0,1,0.0,600000.0
2026-07-22,复借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,2,2,800000.0,800000.0,2,2,800000.0,800000.0,2,2,800000.0,800000.0
2026-07-25,首借,01_首次授信,RG2,CL_01,Android,Facebook,02_100%及以上,1,1,1500000.0,1500000.0,0,1,0.0,1687000.0,0,1,0.0,1687000.0
2026-08-14,首借,01_首次授信,RG1,CL_01,iOS,Facebook,02_100%及以上,6,6,1.65E7,1.55E7,0,6,0.0,1.8559E7,0,6,0.0,1.8559E7
2026-08-24,首借,01_首次授信,RG5,CL_05,iOS,Organic,02_100%及以上,12,12,4600000.0,4000000.0,3,12,1000000.0,4600000.0,0,0,0.0,0.0
2026-09-03,复借,01_首次授信,RG2,CL_05,iOS,Tiktok,01_100%以下,1,1,900000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-25,首借,01_首次授信,RG5,CL_05,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-10,首借,01_首次授信,RG1,CL_01,Android,Organic,02_100%及以上,2,2,3500000.0,3000000.0,0,2,0.0,3936000.0,0,2,0.0,3936000.0
2026-08-07,首借,01_首次授信,RG2,CL_05,Android,Google,02_100%及以上,4,4,4600000.0,4400000.0,2,4,2200000.0,4600000.0,2,4,2200000.0,4600000.0
2026-09-07,复借,02_非首次授信,RG5,CL_04,iOS,Organic,02_100%及以上,1,1,600000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-07,首借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,3,3,2400000.0,2200000.0,2,3,1800000.0,2400000.0,1,3,1000000.0,2400000.0
2026-08-05,复借,01_首次授信,RG4,CL_03,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-09,首借,01_首次授信,RG7,CL_05,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-07-17,复借,02_非首次授信,RG3,CL_03,Android,Facebook,02_100%及以上,2,2,1900000.0,1400000.0,0,2,0.0,1900000.0,0,2,0.0,1900000.0
2026-08-25,复借,01_首次授信,RG4,CL_04,Android,Facebook,02_100%及以上,1,1,700000.0,400000.0,0,1,0.0,700000.0,0,0,0.0,0.0
2026-09-04,复借,02_非首次授信,RG3,CL_05,Android,Facebook,01_100%以下,2,2,800000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-19,首借,01_首次授信,RG4,CL_05,iOS,Facebook,02_100%及以上,2,2,1200000.0,1200000.0,2,2,1200000.0,1200000.0,1,2,600000.0,1200000.0
2026-08-16,首借,01_首次授信,RG3,CL_05,iOS,ASA,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-09-01,复借,01_首次授信,RG5,CL_03,Android,Facebook,02_100%及以上,2,2,900000.0,800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-31,复借,01_首次授信,RG2,CL_07,iOS,Facebook,02_100%及以上,1,1,1500000.0,1500000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-21,首借,01_首次授信,RG2,CL_05,Android,Tiktok,02_100%及以上,1,1,1000000.0,1000000.0,0,1,0.0,1000000.0,0,1,0.0,1000000.0
2026-08-31,复借,01_首次授信,RG3,CL_05,iOS,Tiktok,01_100%以下,1,1,300000.0,800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-24,首借,01_首次授信,RG3,CL_05,Android,Google,01_100%以下,2,2,600000.0,1400000.0,2,2,600000.0,600000.0,2,2,600000.0,600000.0
2026-07-22,复借,01_首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,2,2,1600000.0,1400000.0,0,2,0.0,1600000.0,0,2,0.0,1600000.0
2026-08-01,首借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,7,7,3600000.0,3600000.0,5,7,2600000.0,3600000.0,3,7,1600000.0,3600000.0
2026-07-31,复借,01_首次授信,RG5,CL_05,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-07-30,复借,02_非首次授信,RG5,CL_05,iOS,Organic,02_100%及以上,2,2,1200000.0,1000000.0,0,2,0.0,1200000.0,0,2,0.0,1200000.0
2026-08-06,首借,01_首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,10,10,5000000.0,5000000.0,6,10,3200000.0,5000000.0,5,10,2600000.0,5000000.0
2026-08-13,复借,02_非首次授信,RG6,CL_04,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-09-07,复借,01_首次授信,RG4,CL_03,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-27,首借,01_首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,21,21,1.51E7,1.5E7,14,21,1.01E7,1.51E7,13,21,9500000.0,1.51E7
2026-08-22,复借,01_首次授信,RG6,CL_05,Android,Facebook,02_100%及以上,3,3,1400000.0,1000000.0,2,3,800000.0,1400000.0,0,0,0.0,0.0
2026-09-08,复借,02_非首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,1,1,1200000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-21,复借,01_首次授信,RG6,CL_05,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,0,1,0.0,400000.0,0,0,0.0,0.0
2026-07-23,复借,01_首次授信,RG7,CL_03,Android,Tiktok,02_100%及以上,2,2,600000.0,600000.0,1,2,300000.0,600000.0,1,2,300000.0,600000.0
2026-08-08,首借,01_首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-08-31,复借,01_首次授信,RG4,CL_04,Android,Facebook,01_100%以下,1,1,300000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-21,复借,02_非首次授信,UNKNOWN,CL_03,Android,空值,02_100%及以上,1,1,600000.0,600000.0,0,1,0.0,600000.0,0,0,0.0,0.0
2026-08-19,首借,01_首次授信,RG2,CL_01,iOS,Organic,02_100%及以上,1,1,2000000.0,2000000.0,0,1,0.0,2249000.0,0,0,0.0,0.0
2026-09-03,复借,02_非首次授信,RG4,CL_05,Android,Google,02_100%及以上,3,3,1500000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-22,首借,01_首次授信,RG4,CL_05,iOS,Tiktok,02_100%及以上,1,1,600000.0,600000.0,1,1,600000.0,600000.0,0,0,0.0,0.0
2026-08-26,首借,01_首次授信,RG3,CL_05,iOS,ASA,01_100%以下,1,1,600000.0,1200000.0,1,1,600000.0,600000.0,0,0,0.0,0.0
2026-08-15,复借,01_首次授信,RG3,CL_03,Android,Facebook,02_100%及以上,5,5,2500000.0,1800000.0,1,5,300000.0,2500000.0,0,5,0.0,2500000.0
2026-08-21,首借,01_首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,13,13,5600000.0,5600000.0,4,13,1700000.0,5600000.0,0,0,0.0,0.0
2026-09-11,复借,01_首次授信,RG1,CL_01,iOS,Facebook,01_100%以下,2,2,2600000.0,5000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-14,首借,01_首次授信,RG2,CL_03,Android,Organic,02_100%及以上,1,1,1200000.0,1000000.0,0,1,0.0,1200000.0,0,1,0.0,1200000.0
2026-09-02,复借,02_非首次授信,RG3,CL_05,Android,Organic,02_100%及以上,1,1,800000.0,800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-03,复借,01_首次授信,RG4,CL_05,Android,Tiktok,01_100%以下,2,2,800000.0,1200000.0,0,2,0.0,800000.0,0,2,0.0,800000.0
2026-08-04,复借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,2,2,1400000.0,1000000.0,2,2,1400000.0,1400000.0,1,2,500000.0,1400000.0
2026-09-07,复借,01_首次授信,RG4,CL_04,Android,Facebook,01_100%以下,1,1,500000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-22,复借,02_非首次授信,RG6,CL_05,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-07-22,复借,01_首次授信,RG5,CL_04,iOS,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-07-29,复借,02_非首次授信,RG6,CL_03,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-05,首借,01_首次授信,RG2,CL_01,Android,Facebook,02_100%及以上,1,1,1800000.0,1500000.0,1,1,2024000.0,2024000.0,1,1,2024000.0,2024000.0
2026-07-21,复借,01_首次授信,RG2,CL_05,Android,Tiktok,02_100%及以上,1,1,1200000.0,1200000.0,0,1,0.0,1200000.0,0,1,0.0,1200000.0
2026-07-15,复借,02_非首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,1,1,400000.0,400000.0
